,user_id,username,Age,Language,Proficiency,Objective,Learning Type,Tell us about yourself
3613,19q63y,ZaeemKhan,18-24,English,Begginer,Career,Live Class,Learner
3614,KokBNo,natan9878,18-24,French,Begginer,Brain,Mix,I'm 21 and I work at a supermarket in my country
3615,amMJOg,Luck,24-35,English,Advanced,Social,Live Class,"I'm not a professional , but i'm not a newbie either! I have taken part in many competitions and contests where I have gained good ranks and I take it from there."
3616,N45RHK,pranjalPratap,18-24,English,Begginer,Career,Self Study,"Hi, I am a student. Please help me"
3617,2DGJYE,Ashish27,35-45,English,Intermediate,Other,Mix,Educator
3618,kXWcdN,Ratti1999,24-35,Japanese,Advanced,Career,Self Study,Educator
3619,RhRwsE,VRiFoPj,24-35,English,Begginer,School/Uni,Mix,"I am 25 years old and I live in Canada. I have a degree in Marketing and I recently started working as a Sales Representative. I am interested in traveling and meeting new people, and in my free time I enjoy reading, hiking and cooking."
3620,CJJGQC,arif1955,18-24,English,Begginer,Travel,Mix,hobbyist
3621,iHJq2f,english101,24-35,English,Advanced,Social,Self Study,I am a teacher of English as a foreign language.
3622,yGhKmt,kris00,65+,English,Intermediate,Career,Self Study,Pensioner
3623,V5VHO4,mushroom,56-65,English,Begginer,Career,Self Study,Hi there! My name is Mu...
3624,w6c7zn,jessica,35-45,English,Begginer,Travel,Mix,"Travel, Music, Sports"
3625,dJRp7M,Elizabeth,24-35,French,Intermediate,School/Uni,Live Class,artist
3626,JZQWJM,shawnp,35-45,French,Advanced,Hobby,Mix,Elearning
3627,leo312,leoe10,56-65,English,Begginer,Hobby,Self Study,Just to practice English
3628,flscjk,shawn,56-65,English,Intermediate,Career,Live Class,Interested in photography
3629,web74wj,womensec,56-65,English,Advanced,Brain,Mix,I like reading books and watching movies. Business
3630,M9GPPF,MeGas83,56-65,French,Begginer,Career,Live Class,Technology
3631,4jot0q,Frank_Sanchez29,18-24,English,Intermediate,Social,Self Study,"Animal Lover, Diner cook, On a mission to travel the world"
3632,Oolva,EricRocky61,18-24,Japanese,Begginer,Career,Self Study,Engineer
3633,xYtTNv,LanguageLearner12,18-24,French,Begginer,Other,Mix,I am student of language of French. I want to learn it more. I want to be a professional language learner.
3634,uv52hv,Ayush_2_2,18-24,English,Intermediate,Hobby,Self Study,Hiii i am Ayush the person who play cricket help other in problem
3635,CwRK2R,The_Guy_from_Mars,24-35,French,Begginer,Career,Self Study,"Funny person, love humor"
3636,SEYHCA,LanguageLearner,Under 18-,English,Begginer,Travel,Self Study,"Hi, I am a 12 year old student. I study at home and I live in Hyderabad. I want to learn italian to know more about it."
3637,e148a4,langlearningfrnd,45-55,Japanese,Intermediate,School/Uni,Mix,I am elementary level learner of Japanese.
3638,667635,smrithi26,Under 18-,English,Begginer,Travel,Self Study,I love reading and writing.
3639,4O3IWU,mou12303,35-45,English,Advanced,Other,Self Study,I'm a cartoonist
3640,u40902,veergadh,18-24,Arabic,Begginer,School/Uni,Mix,"I am here to learn Arabic ,"
3641,dDN8MO,jelly,18-24,Japanese,Begginer,Social,Mix,I'm a student who likes to skate.
3642,LUL2F0,TerryThomsen,35-45,English,Begginer,Career,Mix,I am a professional web developer.
3643,090313,luckyluke96,18-24,French,Advanced,Career,Live Class,Helping beginners learn a new language
3644,18546Q,TheMightyDuck42,18-24,German,Advanced,Hobby,Self Study,I am a student
3645,jnCKXA,JackieZo,56-65,Japanese,Begginer,Career,Self Study,"I like to study Japanese, for learning and professional purposes."
3646,WdqzrN,PersianLearner,18-24,English,Intermediate,Career,Mix,I have a career in photography and I am currently learning Spanish and Russian.
3647,M6MH03,m6mh03,24-35,French,Begginer,Career,Mix,Student at EC
3648,su7c4e,Ahmed858,24-35,Arabic,Intermediate,Career,Live Class,"I have love to be a developer, but I am a bit worried how I will do it and what I will say in my interviews."
3649,01krt9,@ramit_2003,24-35,English,Begginer,Career,Mix,I AM 24 AND SINGLE
3650,eYQnuK,@miss_melissaa,Under 18-,Arabic,Begginer,Hobby,Self Study,Girl
3651,lge3xn,emma123,18-24,English,Advanced,Career,Self Study,Social Media Manager
3652,6YNHKX,6YNHKX,18-24,Arabic,Begginer,Social,Self Study,IT university student
3653,BFEKLT,Friday01,24-35,French,Intermediate,Travel,Live Class,"Web design, IT, Traveller"
3654,Z27VJZ,brain_sharpening,45-55,Japanese,Begginer,Career,Mix,Student of Japanese
3655,cMslgK,CodingMonkey,24-35,English,Intermediate,Career,Mix,"I am learning Python, I would like to learn more about data science"
3656,zExQEb,sherlock00,56-65,English,Intermediate,Career,Mix,He works as a business magnate and technology investor. He was ranked 986th on the Forbes list of billionaires with a net worth of $1.0 billion as of October 2020.
3657,08723N,AlexLearnsJapanese,18-24,Japanese,Begginer,Career,Self Study,"I'm a language learner, and am currently learning Japanese. I'll be applying for Japanese scholarships in the future"
3658,DxWPCy,irfandiabdullah,35-45,English,Intermediate,Other,Self Study,I am a college student studying to become a teacher. I am a fan of soccer and tennis.
3659,5aVxFW,jahdrum0,24-35,Japanese,Intermediate,Other,Mix,I really want to learn speaking Japanese. I Love watching anime and I would like to learn to speak it as well. So interesting!
3660,B1nYVl,B1nYV1_Learners,45-55,Japanese,Intermediate,Hobby,Self Study,Teacher
3661,BWXZDX,Surya_5,45-55,English,Advanced,Travel,Live Class,Mother with grown up kids
3662,VcoZnL,Sridevi,65+,Japanese,Intermediate,Career,Live Class,Seeking to learn Japanese language
3663,Y9nB6J,uglynewt34,65+,English,Advanced,Career,Mix,N/A
3664,a21DOL,bob,35-45,English,Advanced,Career,Mix,I am a teacher.
3665,u_507410,malloryxo,56-65,French,Intermediate,Travel,Self Study,no interests
3666,2Q3BJL,ach1234,Under 18-,English,Intermediate,Hobby,Live Class,Hi. I want to learn English and speak with people and make friends.
3667,jL61vj,KaRaN_1999,24-35,Japanese,Begginer,Hobby,Self Study,I am a retail sales executive in a fashion brand international company.I am a hobbyist and love to spend time in photography and travelling.I am looking for someone who can help me while learning and practice the language.
3668,Y5o151,jkesmax,45-55,English,Begginer,Travel,Mix,I develop web applications and software solutions
3669,I6KUN1,LearnerLinguist,18-24,English,Begginer,School/Uni,Self Study,"User self description for interests and/or hobbies and/or profession and/or requests: I want to learn more languages for travel, work, and society."
3670,atscyz,lang,24-35,English,Intermediate,Other,Self Study,a student majoring in history
3671,9A4VYC,code_girl,24-35,English,Intermediate,School/Uni,Mix,I am a tarot reader
3672,R3U8QK,k_joseph_03,24-35,English,Begginer,Hobby,Self Study,"I want to learn English for fun, as I enjoy reading books in English. I also find it helpful for my career as an accountant."
3673,jmw6qb,Jmw6qb,24-35,French,Begginer,Brain,Mix,I'm 22 and learning french so I can travel and interact with french speaking people. I'm generally talkative and like to explore places like museums and exhibitions.
3674,ZZZQIE,zoelesthegreat,18-24,English,Begginer,School/Uni,Mix,I am a studious individual who loves to learn new things. I am passionate about music and enjoy playing the guitar in my free time. I am also interested in technology and enjoy gaming. I am currently a student and I'm always looking for ways to improve my skills and knowledge. I am looking for friends who
3675,L8yIwB,sameer1984,18-24,German,Intermediate,Other,Self Study,Student
3676,QfLGkq,bibek,45-55,German,Begginer,Brain,Live Class,I am eager to learn all languages
3677,gMJ3M5,Hank9266,35-45,French,Advanced,Hobby,Mix,Interested in learning different languages.
3678,un7e38,nirajpatel,24-35,English,Advanced,Travel,Self Study,Hair stylist
3679,LVnYk0,JarenMiguel,56-65,English,Advanced,Hobby,Self Study,I want to learn Mandarin so I can speak it in my job and travel to China.
3680,wkUZKX,sandipthakur28,24-35,English,Advanced,Other,Live Class,a professional software developer
3681,WnZbte,amit_2471,45-55,Japanese,Begginer,Career,Live Class,"I love to learn , trying to learn Japanese"
3682,N35TT9,John_Hansen,24-35,German,Intermediate,Career,Live Class,I like Sports
3683,o979k6,faydac,45-55,French,Intermediate,School/Uni,Mix,I am a Business Consultant
3684,b3OyJk6,richard1726,18-24,English,Begginer,Social,Mix,I am a sucker for all things related to nature and animals. I'm looking to make some new friends who share similar interests!
3685,DP70DK,jaideepkumar12,24-35,English,Advanced,Hobby,Self Study,Film Lover
3686,O5w94Z,Aleksa_123,Under 18-,Japanese,Begginer,School/Uni,Self Study,"I am a student, I play soccer and love to watch anime. I also like to learn new languages."
3687,X6bzFr,Jesse122,56-65,English,Intermediate,Other,Self Study,I like to travel and discover new places. I am also interested in history and cultures.
3688,7TGQZH,Fredrick,24-35,English,Begginer,Career,Live Class,A Singer
3689,bTmblE,@iamarshi,56-65,English,Intermediate,Career,Self Study,Love to Learn
3690,l21qI8,Seth_Goodwin,18-24,English,Intermediate,School/Uni,Self Study,Industrial Design
3691,442493,pinkiepie,18-24,English,Begginer,Career,Live Class,"Hey there, my name is Jess and I'm a content creator/marketer. I'm also a certified Project Management Professional (PMP). I'm from Manila, Philippines, but currently living in Los Angeles, California. I'm just starting my language learning journey and I'm really excited"
3692,dekhtv,tagliolini,45-55,English,Begginer,Career,Mix,looking at starting a career in law enforcement
3693,Ec4es7,golnazz3,45-55,English,Intermediate,Travel,Mix,"My name is golnazz and I currently live in United States. I enjoy travelling and I enjoy the beach, nature, the sun, the sea, and outdoor activities."
3694,JIKUCK,JIKUCK73,18-24,English,Begginer,Social,Self Study,"I'm a hard worker, and I'm willing to learn. I like English, and I need to improve it."
3695,b4wXRZ,maysilent,18-24,English,Intermediate,Hobby,Self Study,Just an ordinary person doing ordinary things
3696,GEWZJL,saltybacon,35-45,Japanese,Begginer,Career,Mix,looking for language exchange
3697,YQ4PXV,NatanelN21,35-45,German,Begginer,Brain,Live Class,I am interested in learning German for my own personal growth and enrichment.
3698,a1g9vc,Boris1992,18-24,English,Intermediate,Other,Mix,I'm a professional IT. I love music.
3699,sb45gz,mohdibrahim2010,18-24,English,Intermediate,Social,Mix,I'm a student
3700,XNXHZJ,Rahul272,18-24,Arabic,Intermediate,Social,Mix,"Learning different languages, playing games, and singing."
3701,Z11KMN,Shanti_sharma,18-24,German,Begginer,Career,Self Study,Student
3702,myvjuZ,piaceni,18-24,English,Intermediate,Career,Self Study,I am a student studying Computer science
3703,gUG5BK,MeetBen,35-45,Arabic,Intermediate,Career,Self Study,I'm looking to learn Arabic
3704,u2NkaZ,yigitcan,18-24,Japanese,Begginer,School/Uni,Self Study,Hi I'm looking for a language learning partner.
3705,dawufd,dawufdd,56-65,English,Intermediate,Brain,Mix,I'm a doctor. I enjoy playing football and I love reading.
3706,bQbJvH,Morris,18-24,English,Intermediate,Career,Live Class,"Hey, I am Child care worker"
3707,srqT8q,michaelwong9,18-24,English,Begginer,Travel,Mix,Love to go on trekking and camping trips
3708,wpamhx,wpamhx,45-55,English,Intermediate,Career,Self Study,A professional in the IT field
3709,TBUXTK,Soul_Kek,24-35,English,Intermediate,Career,Live Class,I love reading books and watching movies.
3710,P13XGS,FerdieP13XGS,45-55,English,Advanced,Travel,Live Class,I travel a lot.
3711,marilu,mari_join,18-24,English,Begginer,Social,Mix,"I am learning English, I recently joined this app for this purpose. I am not sure yet how it will work, let's see."
3712,yvzUTP,mohit16,18-24,Japanese,Begginer,Career,Live Class,I am a beginner and the reason i chose japanese is that i want to learn a different language and start to get to know different cultures and japanese is very beautiful to me
3713,HxUNXW,NoelAime,24-35,English,Advanced,Social,Live Class,"Hello! I'm Noel, a 24-year-old healthcare worker interested in English for professional and personal growth. I'm eager to learn from native speakers and engage in meaningful conversations. Please help me practice English and share your own language and culture."
3714,GXAfKU,samy2345,24-35,French,Begginer,Career,Self Study,I am an avid traveler and love to explore new cultures and languages. I am currently learning French as it is a language that is widely spoken in Europe and other parts of the world. I am also interested in learning other languages and cultures.
3715,5W9HYV,Sandman2011,18-24,German,Intermediate,Social,Mix,"Born and raised in El Paso, Texas. Currently attending The University of Texas at El Paso. I enjoy listening to music, watching Netflix, and hanging out with friends and family. I am also a big fan of the El Paso Chihuahuas and El Paso Locomotive. If"
3716,bLBQpV,tomazax2,24-35,Japanese,Begginer,Brain,Self Study,Beginner: Japanese
3717,WX763F,tellitlikeitis,18-24,English,Advanced,Career,Mix,School.
3718,KXXBFF,shejalhe,45-55,English,Begginer,Brain,Mix,ALPHA TELEVIEK
3719,wjtctq,alannalydia,45-55,German,Advanced,Brain,Self Study,I love to travel and meet new people.
3720,IjZMBW,Sudhanshur8899,18-24,Japanese,Begginer,School/Uni,Live Class,Trying to learn a new language
3721,e-l47758,myra_noble1,24-35,English,Begginer,Other,Self Study,"i am in love with music ,my interests are music and singing"
3722,d9FV7O,peterv12,35-45,English,Advanced,Career,Mix,"I am a retired man. I worked as a computer programmer/ system analyst for 30 years. I enjoy reading, watching sports and movies."
3723,WRZIDB,JulianXavier,Under 18-,Arabic,Begginer,School/Uni,Live Class,"Hello! I'm Julian, and I'm a student. I'm learning arabic because I'm interested in it and I'm looking forward to learn it well!"
3724,jBOxZG,krishna_honey,24-35,English,Intermediate,School/Uni,Mix,I'm krishna honey and i am 24+ and i am professional and my native language is hindi.
3725,gQTMed,@PythonLearner99,Under 18-,Japanese,Intermediate,Hobby,Mix,I am a high school student
3726,TpsXCM,Tarik31,Under 18-,Arabic,Begginer,School/Uni,Live Class,to learing arabic language
3727,5o8ion,sitwithme,Under 18-,English,Begginer,Brain,Self Study,I like to talk to new people and learn about them. I am funny and outgoing.
3728,d8mrZw,sugat_sinha_,18-24,English,Begginer,Career,Mix,Down to earth and an easy going person.
3729,56FM1F,dlockyer5,18-24,Japanese,Advanced,Travel,Self Study,I am a software developer and also like to travel and explore new places.
3730,JClx4k,Kayliee95,24-35,German,Intermediate,Other,Live Class,"my name is kayliee i am 23 and i am a web designer i went to design school and i always wanted to learn another language to use in my work, so i want to start learning german"
3731,tqzoph,rolfmeyer,56-65,English,Intermediate,Career,Self Study,"I am interested in Classic cars, am a retired american soldier, and am intrested in learning the english language well enough to be understood by native english speakers."
3732,286KZ4,Jono_Kelley,56-65,English,Begginer,Hobby,Live Class,Hobby Learner
3733,3zu58J,E0029331,Under 18-,English,Intermediate,School/Uni,Mix,Reading & Sports
3734,JhTd63,LanguageLearners,35-45,Japanese,Intermediate,School/Uni,Live Class,I'm an intermediate learner of Japanese.
3735,4784KG,Carlos14,56-65,English,Intermediate,Hobby,Mix,I am a dad and new to the platform. I have lived in the United States for 10 years and I am currently looking for a new job.
3736,6c6500,NicoleG15,65+,English,Begginer,Travel,Self Study,Appreciate help with grammar and pronunciation
3737,VvGQ2b,UltraGaming,56-65,French,Advanced,Career,Self Study,"I'm a student and looking for ways to learn 4th languages (English, Spanish, French and German)"
3738,ETxCPk,Basket,18-24,English,Intermediate,Other,Self Study,"Fun, Adventurous, Loyalist, Energetic, Goal-driven"
3739,hkybDd,sindul3,24-35,English,Intermediate,Other,Self Study,English speaker
3740,tP2HHG,Tech_itor,24-35,English,Intermediate,Hobby,Live Class,"I am a software developer. I like to play cricket, watch cartoons in spare time"
3741,2rnrx8,memo_z40,56-65,Arabic,Begginer,Career,Mix,"I am an Egyptian living in Egypt, I am an Egyptologist who teaches at an Egyptian university, and I am interested in many things, especially the Arabic language"
3742,VK9I8N,KeziahK60,18-24,French,Advanced,School/Uni,Self Study,Self pursuit
3743,uhUvMq,sharvi_123,24-35,Arabic,Begginer,Social,Mix,An Architect by profession.
3744,SXNYWX,SXNYWX,24-35,Japanese,Intermediate,Career,Mix,I am interested in learning Japanese language. I am an intermediate level learner. I am looking for learning partner to practice language.
3745,NTlhKP,TdSneha,24-35,English,Advanced,Career,Self Study,Learn English
3746,L6B02M,Sita,24-35,French,Intermediate,Career,Live Class,Like to play the guitar.
3747,99125B,Rizzy_Code,56-65,English,Intermediate,Social,Mix,"I love to travel the world, explore new places and cultures."
3748,eJItiV,Learner2053,24-35,English,Begginer,Other,Live Class,I am interested in learning languages but I also have a full-time job. I am looking for a flexible language learning program that I can do on my own time and at my own pace.
3749,fXHm4I,PeterKwok1999,24-35,English,Intermediate,School/Uni,Self Study,"Hobbies: I love to watch movies, read novels, play games and travel"
3750,E81ZYF,AmberGrace43,24-35,English,Advanced,Social,Live Class,College Student
3751,EIUXCQ,EIUXCQ,18-24,English,Begginer,Other,Self Study,I am passionate about football.
3752,220581,ninijoy,45-55,English,Advanced,Other,Mix,I am a Project Controller (women) in a multinational company
3753,8302CB,bloppis99,Under 18-,English,Advanced,School/Uni,Self Study,lifelong learner
3754,TR3H3V,Saavik08,24-35,English,Intermediate,Other,Self Study,I have been working as a receptionist for the past 3 years at a law firm. I really like my job and the hours.  I am looking for something that will challenge me but still give me the freedom to come and go as I please. I am looking to learn a new language.
3755,eZ3mVK,aedile1,45-55,French,Begginer,Career,Self Study,Student
3756,sYjtWG,crazychef,35-45,English,Advanced,Social,Self Study,I am a teacher. I like to teach kids.
3757,p36Vfa,ClareWilson,18-24,English,Begginer,Social,Self Study,diabetes patient
3758,iyfxaq,MatheusLends,35-45,English,Begginer,Career,Self Study,"I am an enthusiastic, optimistic, and problem-solving individual who is always ready to learn a new skill and go the extra mile for my work. I have strong time management skills and am not afraid of taking on new responsibilities. I am always open-minded and ready to share my thoughts and experiences"
3759,bQl3xr,Engrace,18-24,English,Begginer,School/Uni,Mix,Engineer (I work as an Engineer but I also like games and food )
3760,5nFaQK,EWSCHIT,45-55,German,Intermediate,Travel,Live Class,"Hi, I am a traveller and i want to learn the local language to make my travel experience more easy."
3761,144218,bnwang120,24-35,Japanese,Begginer,Hobby,Mix,I am interested in sports and music.
3762,F6K5EF,marijohana,24-35,German,Begginer,Brain,Self Study,I am a teacher and I want to learn German to communicate with my students.
3763,L6I4JK,sachindrakumar,24-35,English,Intermediate,Travel,Mix,"Open minded, friendly and fun loving"
3764,9389ry,clintcox31,45-55,English,Intermediate,Other,Self Study,Rock music and sports fan.
3765,8D30F2,5Bryan,45-55,English,Intermediate,Other,Mix,I\'m a linguist.
3766,PQR32T,Anusha,24-35,German,Advanced,Career,Self Study,I am a web developer
3767,u3fjmw,Cyrax314,35-45,English,Begginer,Other,Live Class,Hello everyone! I am very passionate about learning languages. I want to learn a new language in order to be more
3768,0Zv4kH,ruth123,24-35,English,Intermediate,School/Uni,Self Study,"I\'m an Australian, but I\'m learning English."
3769,lxJUzu,ludwigkrause,18-24,English,Intermediate,School/Uni,Live Class,good morning
3770,zSD4_MU,robdavidson12,45-55,Arabic,Intermediate,Career,Mix,photography
3771,TMQZJN,thehumblewumbler,24-35,English,Begginer,Travel,Self Study,Just passing the time and learning something new to help me with work.
3772,GK438M,Goosey_Goosey,35-45,German,Advanced,Hobby,Self Study,A lawyer that wants to improve his german.
3773,YQHQRU,kisekis,18-24,English,Begginer,Social,Mix,I'm a very open-minded person. I'm also very easy going and have a very positive attitude
3774,PMq1u3,Aravindh,45-55,French,Begginer,Social,Self Study,French language lover
3775,EvJkBm,AliaB4,18-24,Arabic,Advanced,School/Uni,Live Class,hello
3776,Y3ZQDQ,AyperGi,24-35,English,Intermediate,Career,Mix,Ridin' high at da skies
3777,gft6w6,cosine_16,18-24,English,Intermediate,Other,Self Study,I am learning English from very long I want to improve my English and I also search for some learning materials.
3778,GNCQPK,jennitgir,18-24,French,Advanced,Other,Mix,I am a self-employed gardener. I enjoy gardening and spend most of my free time outside.
3779,aa842f,aaron,18-24,Arabic,Intermediate,Career,Live Class,"Hello, my name is Aaron. I am a student living in the South African city of Johannesburg in the province of Gauteng. I started learning Arabic because I love the language and culture and want to be able to speak it as well as possible. I am also a huge fan of the music of the"
3780,UgfQtG,Tether_453,Under 18-,Arabic,Intermediate,Other,Mix,arabic
3781,b58RYY,tom,35-45,English,Begginer,Hobby,Mix,I like to run and have participated in several races over the years.
3782,33ikbf,wilson_azn,24-35,French,Advanced,Career,Mix,La lingüística es mi profesión
3783,c66426,Nick_Jr90,18-24,German,Begginer,Hobby,Self Study,hi!
3784,kzPgut,Lenka09,45-55,English,Intermediate,Brain,Mix,Learning English to be able to communicate with my students and friends
3785,H1sIQh,aneroots,18-24,Japanese,Intermediate,Career,Mix,"I am currently studying Japanese, but I am not sure for how long."
3786,u_476871,Suneel000,18-24,English,Begginer,Other,Live Class,Hi everybody! I’m Suneel from India.
3787,AwBBoh,jellybean43,18-24,English,Intermediate,Social,Self Study,I'm a real estate agent.
3788,XQBFJH,jamesm123,45-55,English,Advanced,School/Uni,Self Study,Music
3789,1KOIAZ,DXJACZ,65+,Japanese,Advanced,School/Uni,Live Class,Tech enthusiast
3790,Rb7iyx,LenkaBanova,24-35,German,Intermediate,Travel,Live Class,I'm a professional artist
3791,t7P88D,glowjob12,24-35,English,Begginer,Other,Mix,motivational speaker
3792,HZxZqK,Victor13,35-45,French,Intermediate,Brain,Live Class,Learning French for an upcoming trip
3793,a2v6lx,Mary2010,35-45,French,Begginer,School/Uni,Self Study,Artist
3794,-Ps0Ek,Rita_Stevens4,45-55,Japanese,Intermediate,Hobby,Mix,"I'm a free-spirited lady. I love traveling and exploring new places and cultures. My favorite hobby is reading, and I particularly enjoy novels set in exotic destinations. I also have a passion for photography and love capturing the beauty of nature and different cities."
3795,1ab848,KellyK83,24-35,English,Advanced,Career,Self Study,I love listening to new music and reading new books
3796,ATVEUP,Harmony106,65+,English,Advanced,Hobby,Live Class,Enjoying my hobbies
3797,GMF7SG,victoriatoth,18-24,English,Advanced,Other,Live Class,I am a language learner and I need help to improve my English :))
3798,9VWKKN,RyhlaB1,18-24,English,Begginer,Travel,Live Class,Nutritionist
3799,Xt1GQF,_Anurag_21,24-35,English,Advanced,Travel,Mix,I work as a data analyst. I am interested in learning English language.
3800,32C8DC,sandraburr,45-55,French,Advanced,Career,Live Class,Retired
3801,fe07Z9,Sine12,24-35,English,Advanced,Career,Mix,I'm looking for some language exchange partners in English and Spanish. I study French.
3802,DVHCBH,vousabulie,35-45,French,Begginer,School/Uni,Mix,I am a nice person and like to help people
3803,htv17l,dinar0,35-45,Arabic,Begginer,Social,Self Study,"I have good knowledge of English, I started when I was young.now I am at the begginer level of learning Arabic. I want to learn it for social and communication purposes"
3804,sVbzrN,Jacob75,24-35,English,Intermediate,Career,Self Study,I love to travel
3805,5A5JZ5,avinaad3,35-45,French,Begginer,Brain,Self Study,Musician
3806,pqhgqg,larynagibson,18-24,English,Begginer,Social,Mix,I am a very social person. I love to meet new people and learn about their culture and life experiences.
3807,xn7o7,bade07,45-55,French,Begginer,School/Uni,Self Study,"Hallo ich bin Malte, ein Deutscher aus Deutschland, und ich bin ein Polyglotte, der Deutsch, Englisch und Französisch kann. Ich bin interessiert an Linguistik und Sprachunterricht."
3808,jozkob,jozkar,24-35,English,Intermediate,Career,Live Class,I'm a web developer looking for a job
3809,068KJ2,Ladypam123,18-24,English,Begginer,Other,Self Study,"Cooking, Baking, Arts And Crafts, Movies, Reading And Writing, Sports, Health And Fitness"
3810,A2KJZA,SpellingB,45-55,English,Intermediate,Travel,Mix,I have been learning English for three months now. I'd like to be able to speak English in order to travel.
3811,c-574754,Nicolefu,65+,English,Intermediate,Social,Mix,I love to travel and meet new people.
3812,V0B02P,mynameismike,45-55,English,Advanced,Travel,Live Class,"Interests: Landscape Photography, History, art, Walking, Food & Drink"
3813,T01FS7,@sharma_s08,45-55,German,Begginer,Career,Self Study,learning german
3814,eh7yfq,JayAar1,65+,English,Begginer,Travel,Self Study,I work as a Claims Adjuster!
3815,fcFck2,amicha1,24-35,English,Intermediate,Other,Self Study,Learning English while living in Australia
3816,B577D8,Anita43,24-35,English,Begginer,Social,Mix,Learner
3817,IYQALY,Anna_O_Keeffe,35-45,English,Advanced,Travel,Self Study,Nothing.
3818,A4U83S,Sophia63,18-24,Japanese,Advanced,School/Uni,Self Study,"Hi! I'm Sophia, a hardworking student and language enthusiast. I'm eager to learn Japanese, and I'm open to communicating with anyone who shares my goal. I'm excited to connect and learn more about Japanese culture while improving my language skills."
3819,BxZkLc,kasson141,24-35,English,Intermediate,Other,Live Class,"I am a extemely social person, love to meet new people and make new friends. I am also a pre-med student, I am currently in my 3rd year of medical school. I am doing quite well so far, and I am very excited to start my career."
3820,mgjRZ4,redandy5,35-45,English,Advanced,Social,Mix,I love sitting in a café and having a coffee while listening to great music.
3821,8kdVjw,gj3296,24-35,French,Intermediate,Other,Mix,"Enthusiastic, Fun, Energetic, Caring"
3822,XgHmTn,Hayley_Cooley4,18-24,English,Begginer,Hobby,Self Study,I'm a leisure surfer...on dark waves of neoprene.
3823,a6ywyt,francis56,18-24,English,Begginer,School/Uni,Mix,"I love travelling, listening to music and reading."
3824,gcpcVw,lucar8,18-24,Japanese,Intermediate,Career,Live Class,Travel aficionado & a foodie...
3825,BvjQBC,nanda1999,24-35,French,Advanced,School/Uni,Live Class,Learning to Speak French.
3826,qgjw1s,Gilly08,18-24,French,Intermediate,School/Uni,Self Study,I'm into yoga and reading.
3827,l0dJT5,Imidian,24-35,English,Intermediate,Travel,Self Study,I'm a fan of k-pop
3828,oSdFqp,kevin_11,18-24,English,Intermediate,Hobby,Self Study,"Hi, my name is Kevin. I'm 20 years old and I'm from the UK 🇬🇧. I'm an intermediate level English learner. I'm learning English for travel purposes in the future and when I travel to the UK"
3829,L47SSV,Wolferine,24-35,Arabic,Intermediate,Travel,Self Study,Traveler
3830,7210A4,BollywoodMan21,45-55,English,Advanced,Career,Mix,"Hello, My name is Bollywood man, so obviously I am a fan of bollywood movies and i have a twitter account too, please hit the follow button if you like bollywood movies."
3831,LoMKLf,Abulhasan77,56-65,English,Begginer,Career,Mix,I am a student of English language and would like to improve
3832,zz8L2Q,AmandaDouglas,35-45,French,Begginer,School/Uni,Live Class,Teaching and learning
3833,UXKXAJ,lucasl2202,35-45,German,Intermediate,Social,Mix,Hello. i hope you`re all right and you have a nice day
3834,b2vxgn,Learners,24-35,Arabic,Intermediate,Career,Live Class,I am a polyglot.
3835,8wo2Wn,Netta_Nims,45-55,English,Intermediate,Social,Live Class,"retired, homesteader"
3836,QTCJPZ,mecloth,56-65,French,Intermediate,School/Uni,Self Study,"Wife and mother, looking for some more French skills, hoping to move to Nice (France) ..."
3837,iK2WpN,Amanda_Taylor,24-35,German,Begginer,Career,Self Study,"Woman, 27, from Germany, working as a composer."
3838,L1w-jl5,linguaman789,35-45,English,Begginer,Brain,Mix,I am a language learner and I am looking to learn English.
3839,r5EGJ0,BOBBY728,56-65,English,Intermediate,Other,Live Class,I am a freelance writer and editor. I have more than 10 years of experience in journalism and editing.
3840,tU7xkS,Chelsea,24-35,German,Intermediate,Travel,Self Study,Learning German for my upcoming travels to Germany.
3841,J2X2QK,Abdel,35-45,Arabic,Begginer,School/Uni,Mix,I'm 34 years old. I can't speak English.
3842,yz263f,Tessal15,35-45,English,Begginer,Career,Mix,"I am a mother, wife, and entrepreneur. When I'm not working hard to make my business a success, I enjoy spending time with my family and friends. I love cooking and baking, and I'm always trying out new recipes. In my free time, you can find me reading a good book or"
3843,R9DE5B,AlexBerk,24-35,English,Begginer,Social,Self Study,here in town for a few years waiting to move to a more interesting city
3844,VYHMOV,undrtwear,24-35,Arabic,Begginer,Other,Live Class,im a graduate student in biology
3845,u_4c148b,jonsnow18,18-24,Japanese,Begginer,School/Uni,Mix,Japanese student
3846,aeQ5Vk,LanguageLearners,24-35,Arabic,Intermediate,Career,Mix,Language Lovers
3847,qW17nB,Laura_Winer,45-55,French,Begginer,Career,Mix,"I'm passionate about creating art and crafts, and making music. My career path has brought me from naturalist to project manager to software developer."
3848,Xhjq0P,Alice24,24-35,Japanese,Begginer,Travel,Live Class,I am an educationist and i teach in a school. I am a yoga practitioner too.
3849,NWU2CQ,IamAko,18-24,English,Advanced,Career,Live Class,I am a college student who loves learning languages
3850,E47E2K,AmandaWi,35-45,English,Begginer,Career,Mix,I`m an analyst at the Royal Air Force.
3851,or8t0s,or8t0s,45-55,English,Begginer,Travel,Mix,"I enjoy watching movies, hanging out with friends, and reading books."
3852,JGQRUH,aimee40,56-65,French,Begginer,Social,Mix,I like climbing and traveling
